Vernier Format 2
Base-Sat-50-20.cmbl 11/15/2017 15:22:25 .
Latest
Time	Potential
t	Pot
s	V

0	6.09126984127
0.1	6.09432234432
0.2	6.09737484737
0.3	6.09737484737
0.4	6.09432234432
0.5	6.09737484737
0.6	6.09432234432
0.7	6.09126984127
0.8	6.09432234432
0.9	6.09737484737
1	6.09432234432
1.1	6.09737484737
1.2	6.08821733822
1.3	6.08821733822
1.4	6.09432234432
1.5	6.08516483516
1.6	6.09432234432
1.7	6.09432234432
1.8	6.09126984127
1.9	6.08821733822
2	6.08821733822
2.1	6.08516483516
2.2	6.08211233211
2.3	6.08516483516
2.4	6.08821733822
2.5	6.08516483516
2.6	6.08516483516
2.7	6.08211233211
2.8	6.08821733822
2.9	6.08211233211
3	6.08211233211
3.1	6.07905982906
3.2	6.08516483516
3.3	6.07905982906
3.4	6.07600732601
3.5	6.07600732601
3.6	6.07600732601
3.7	6.08211233211
3.8	6.08516483516
3.9	6.07905982906
4	6.07600732601
4.1	6.0699023199
4.2	6.07600732601
4.3	6.08211233211
4.4	6.07905982906
4.5	6.07295482295
4.6	6.07295482295
4.7	6.07295482295
4.8	6.0637973138
4.9	6.0699023199
5	6.07295482295
5.1	6.06684981685
5.2	6.07295482295
5.3	6.06684981685
5.4	6.0637973138
5.5	6.05769230769
5.6	6.05769230769
5.7	6.05769230769
5.8	6.07600732601
5.9	6.07295482295
6	6.0699023199
6.1	6.0637973138
6.2	6.05463980464
6.3	6.05463980464
6.4	6.07295482295
6.5	6.07600732601
6.6	6.0699023199
6.7	6.0637973138
6.8	6.06074481074
6.9	6.05463980464
7	6.0699023199
7.1	6.07295482295
7.2	6.07905982906
7.3	6.07905982906
7.4	6.07600732601
7.5	6.0699023199
7.6	6.07600732601
7.7	6.08516483516
7.8	6.07905982906
7.9	6.07600732601
8	6.07295482295
8.1	6.0699023199
8.2	6.08516483516
8.3	6.09432234432
8.4	6.08821733822
8.5	6.08211233211
8.6	6.06684981685
8.7	6.06684981685
8.8	6.07295482295
8.9	6.07905982906
9	6.07905982906
9.1	6.06074481074
9.2	6.03937728938
9.3	6.02411477411
9.4	6.02716727717
9.5	6.04853479853
9.6	6.04242979243
9.7	6.0119047619
9.8	5.98748473748
9.9	5.96306471306
10	5.96916971917
10.1	5.98748473748
10.2	5.96916971917
10.3	5.93864468864
10.4	5.91117216117
10.5	5.87454212454
10.6	5.8836996337
10.7	5.92032967033
10.8	5.91422466422
10.9	5.87454212454
11	5.83180708181
11.1	5.79212454212
11.2	5.80433455433
11.3	5.87454212454
11.4	5.87148962149
11.5	5.85317460317
11.6	5.77991452991
11.7	5.73412698413
11.8	5.70665445665
11.9	5.81043956044
12	5.81349206349
12.1	5.85317460317
12.2	5.81654456654
12.3	5.75549450549
12.4	5.72496947497
12.5	5.75854700855
12.6	5.79822954823
12.7	5.86233211233
12.8	5.85927960928
12.9	5.8195970696
13	5.74328449328
13.1	5.72496947497
13.2	5.73412698413
13.3	5.81654456654
13.4	5.88064713065
13.5	5.87148962149
13.6	5.83180708181
13.7	5.77075702076
13.8	5.75549450549
13.9	5.7615995116
14	5.84706959707
14.1	5.86843711844
14.2	5.89590964591
14.3	5.83180708181
14.4	5.79212454212
14.5	5.72802197802
14.6	5.77991452991
14.7	5.80128205128
14.8	5.8898046398
14.9	5.85012210012
15	5.81349206349
15.1	5.68833943834
15.2	5.71275946276
15.3	5.72191697192
15.4	5.82875457875
15.5	5.80433455433
15.6	5.74023199023
15.7	5.58760683761
15.8	5.56013431013
15.9	5.55708180708
16	5.69444444444
16.1	5.71275946276
16.2	5.61507936508
16.3	5.38003663004
16.4	5.35561660562
16.5	5.35256410256
16.6	5.57234432234
16.7	5.60592185592
16.8	5.5173992674
16.9	5.16330891331
17	5.05036630037
17.1	5.06868131868
17.2	5.36172161172
17.3	5.47771672772
17.4	5.48076923077
17.5	5.04731379731
17.6	4.83363858364
17.7	4.74206349206
17.8	5.04426129426
17.9	5.28540903541
18	5.38919413919
18.1	5.00457875458
18.2	4.7268009768
18.3	4.53449328449
18.4	4.66575091575
18.5	4.95268620269
18.6	5.19078144078
18.7	5.028998779
18.8	4.7206959707
18.9	4.48565323565
19	4.39102564103
19.1	4.58028083028
19.2	4.90995115995
19.3	5.01373626374
19.4	4.87026862027
19.5	4.52228327228
19.6	4.21398046398
19.7	4.26892551893
19.8	4.58943833944
19.9	4.98626373626
20	5.00152625153
20.1	4.76648351648
20.2	4.12851037851
20.3	4.15903540904
20.4	4.30555555556
20.5	4.93131868132
20.6	5.09004884005
20.7	5.08089133089
20.8	4.25671550672
20.9	4.20177045177
21	4.08577533578
21.1	4.79700854701
21.2	5.11141636142
21.3	5.32509157509
21.4	4.54365079365
21.5	4.36355311355
21.6	4.11935286935
21.7	4.68711843712
21.8	4.99847374847
21.9	5.5235042735
22	4.85500610501
22.1	4.68711843712
22.2	4.17735042735
22.3	4.63827838828
22.4	5.07783882784
22.5	5.60592185592
22.6	5.19993894994
22.7	4.92826617827
22.8	4.36355311355
22.9	4.65354090354
23	5.04731379731
23.1	5.65170940171
23.2	5.4532967033
23.3	5.21825396825
23.4	4.69627594628
23.5	4.77258852259
23.6	5.07478632479
23.7	5.67612942613
23.8	5.63339438339
23.9	5.45634920635
24	4.99847374847
24.1	5.07173382173
24.2	5.28235653236
24.3	5.77991452991
24.4	5.77380952381
24.5	5.62118437118
24.6	5.32203907204
24.7	5.38003663004
24.8	5.60897435897
24.9	5.91727716728
25	5.87759462759
25.1	5.74938949939
25.2	5.58760683761
