Vernier Format 2
Base-Inter-60-04.cmbl 11/15/2017 15:11:13 .
Latest
Time	Potential
t	Pot
s	V

0	3.98504273504
0.1	3.9942002442
0.2	3.99725274725
0.3	3.97893772894
0.4	4.00030525031
0.5	3.96367521368
0.6	3.96367521368
0.7	4.01251526252
0.8	3.99725274725
0.9	3.96367521368
1	4.01251526252
1.1	4.00946275946
1.2	4.00946275946
1.3	3.94841269841
1.4	4.02472527473
1.5	3.97893772894
1.6	3.95451770452
1.7	4.02777777778
1.8	3.97893772894
1.9	4.00030525031
2	4.07661782662
2.1	4.01556776557
2.2	4.03083028083
2.3	3.97893772894
2.4	4.01556776557
2.5	4.02167277167
2.6	4.05525030525
2.7	4.01862026862
2.8	4.00946275946
2.9	4.02167277167
3	4.0521978022
3.1	3.96978021978
3.2	4.01556776557
3.3	3.95757020757
3.4	4.00030525031
3.5	4.03388278388
3.6	3.95146520147
3.7	3.96978021978
3.8	3.95451770452
3.9	3.99114774115
4	3.96062271062
4.1	3.98504273504
4.2	3.95757020757
4.3	3.93315018315
4.4	3.88431013431
4.5	3.97588522589
4.6	3.99114774115
4.7	3.88736263736
4.8	3.91483516484
4.9	3.93925518926
5	3.95451770452
5.1	3.88736263736
5.2	3.89041514042
5.3	3.9300976801
5.4	3.90262515263
5.5	3.89957264957
5.6	3.85073260073
5.7	3.84157509158
5.8	3.89957264957
5.9	3.82631257631
6	3.79884004884
6.1	3.807997558
6.2	3.82020757021
6.3	3.88431013431
6.4	3.81105006105
6.5	3.73473748474
6.6	3.79884004884
6.7	3.78968253968
6.8	3.79273504274
6.9	3.74389499389
7	3.77136752137
7.1	3.75915750916
7.2	3.70726495726
7.3	3.78052503053
7.4	3.82020757021
7.5	3.78357753358
7.6	3.77442002442
7.7	3.82020757021
7.8	3.83241758242
7.9	3.88736263736
8	3.807997558
8.1	3.89957264957
8.2	3.86904761905
8.3	3.89652014652
8.4	3.89957264957
8.5	3.93315018315
8.6	3.92704517705
8.7	3.95757020757
8.8	3.95451770452
8.9	3.89346764347
9	4.00030525031
9.1	3.96672771673
9.2	4.00335775336
9.3	3.96367521368
9.4	3.99725274725
9.5	4.00030525031
9.6	4.04609279609
9.7	4.00030525031
9.8	4.01862026862
9.9	3.98199023199
10	4.03998778999
10.1	4.05525030525
10.2	3.98199023199
10.3	4.02167277167
10.4	3.97893772894
10.5	4.01556776557
10.6	4.03693528694
10.7	3.97588522589
10.8	3.94536019536
10.9	3.9362026862
11	3.90873015873
11.1	3.98504273504
11.2	3.99114774115
11.3	3.96978021978
11.4	3.96367521368
11.5	3.92094017094
11.6	3.92399267399
11.7	3.92704517705
11.8	3.91178266178
11.9	3.93925518926
12	3.88125763126
12.1	3.89346764347
12.2	3.86294261294
12.3	3.89957264957
12.4	3.91178266178
12.5	3.95451770452
12.6	3.93315018315
12.7	3.88125763126
12.8	3.87820512821
12.9	3.89652014652
13	3.87820512821
13.1	3.86904761905
13.2	3.96978021978
13.3	3.92704517705
13.4	3.87515262515
13.5	3.85378510379
13.6	3.88736263736
13.7	3.92094017094
13.8	3.96367521368
13.9	3.92399267399
14	3.92399267399
14.1	3.94841269841
14.2	3.99725274725
14.3	3.99725274725
14.4	3.97588522589
14.5	3.9880952381
14.6	3.96062271062
14.7	3.91178266178
14.8	3.99725274725
14.9	3.99725274725
15	3.99114774115
15.1	3.97893772894
15.2	3.98504273504
15.3	4.02167277167
15.4	4.02472527473
15.5	4.01862026862
15.6	3.9880952381
15.7	4.03388278388
15.8	3.97893772894
15.9	4.06135531136
16	4.03083028083
16.1	4.03388278388
16.2	3.97588522589
16.3	4.03693528694
16.4	4.00641025641
16.5	4.01862026862
16.6	3.97283272283
16.7	4.04304029304
16.8	4.00946275946
16.9	3.98504273504
17	4.01862026862
17.1	3.98504273504
17.2	4.05525030525
17.3	4.00030525031
17.4	4.07661782662
17.5	4.03998778999
17.6	4.02777777778
17.7	3.95757020757
17.8	4.03998778999
17.9	4.06440781441
18	4.04304029304
18.1	4.00946275946
18.2	4.02167277167
18.3	3.9880952381
18.4	4.03388278388
18.5	4.00335775336
18.6	4.01251526252
18.7	4.03388278388
18.8	3.96367521368
18.9	4.06746031746
19	4.06746031746
19.1	4.04609279609
19.2	4.03693528694
19.3	4.02777777778
19.4	4.00335775336
19.5	4.06135531136
19.6	4.01556776557
19.7	3.97588522589
19.8	4.02777777778
19.9	4.00946275946
20	4.04609279609
20.1	4.07051282051
20.2	4.0521978022
20.3	3.99725274725
20.4	4.00946275946
20.5	3.96978021978
20.6	4.04914529915
20.7	4.03998778999
20.8	4.07356532357
20.9	4.04304029304
21	4.02777777778
21.1	4.00641025641
21.2	4.03083028083
21.3	4.02167277167
21.4	3.99725274725
21.5	4.00946275946
21.6	4.07967032967
21.7	4.08577533578
21.8	4.02167277167
21.9	4.00946275946
22	3.9880952381
22.1	3.98199023199
22.2	4.04304029304
22.3	4.04914529915
22.4	3.99725274725
22.5	4.03083028083
22.6	3.99725274725
22.7	4.04304029304
22.8	4.03083028083
22.9	4.04609279609
23	4.02167277167
