Vernier Format 2
Base-Inter-50-07.cmbl 11/15/2017 15:14:05 .
Latest
Time	Potential
t	Pot
s	V

0	4.02777777778
0.1	4.01862026862
0.2	4.08882783883
0.3	4.0583028083
0.4	4.00641025641
0.5	4.03083028083
0.6	4.00641025641
0.7	4.04914529915
0.8	4.02472527473
0.9	3.9942002442
1	4.06440781441
1.1	4.04914529915
1.2	4.03998778999
1.3	3.97588522589
1.4	4.00030525031
1.5	3.94841269841
1.6	4.04914529915
1.7	4.0583028083
1.8	3.95757020757
1.9	4.03998778999
2	4.01251526252
2.1	4.02472527473
2.2	4.03388278388
2.3	3.99725274725
2.4	3.97588522589
2.5	4.03388278388
2.6	4.02777777778
2.7	4.06746031746
2.8	3.98504273504
2.9	3.96672771673
3	3.96978021978
3.1	3.98199023199
3.2	4.01251526252
3.3	3.94841269841
3.4	3.95146520147
3.5	4.03693528694
3.6	3.97283272283
3.7	3.96367521368
3.8	4.0521978022
3.9	4.02777777778
4	3.97588522589
4.1	3.99725274725
4.2	3.98504273504
4.3	4.01862026862
4.4	3.95757020757
4.5	4.01556776557
4.6	3.9880952381
4.7	4.00946275946
4.8	4.03693528694
4.9	4.00335775336
5	4.02777777778
5.1	4.00335775336
5.2	3.93925518926
5.3	3.96672771673
5.4	4.00641025641
5.5	3.96062271062
5.6	3.90262515263
5.7	4.00946275946
5.8	4.00030525031
5.9	3.96062271062
6	3.97588522589
6.1	4.00946275946
6.2	3.95451770452
6.3	3.98199023199
6.4	3.97893772894
6.5	3.87820512821
6.6	3.97283272283
6.7	3.96978021978
6.8	3.95146520147
6.9	3.97893772894
7	3.96062271062
7.1	3.93315018315
7.2	3.97893772894
7.3	3.96672771673
7.4	3.98504273504
7.5	3.92704517705
7.6	3.9300976801
7.7	3.99114774115
7.8	3.96672771673
7.9	4.01251526252
8	4.02167277167
8.1	3.89346764347
8.2	3.97588522589
8.3	3.95146520147
8.4	3.96062271062
8.5	4.00030525031
8.6	3.98504273504
8.7	3.9362026862
8.8	3.94841269841
8.9	3.96062271062
9	3.90873015873
9.1	4.00030525031
9.2	3.91788766789
9.3	3.93925518926
9.4	3.96062271062
9.5	3.93925518926
9.6	3.94536019536
9.7	3.95146520147
9.8	3.93925518926
9.9	3.96062271062
10	3.91178266178
10.1	3.82631257631
10.2	3.83852258852
10.3	3.89957264957
10.4	3.84768009768
10.5	3.865995116
10.6	3.87820512821
10.7	3.78052503053
10.8	3.807997558
10.9	3.76221001221
11	3.85989010989
11.1	3.75915750916
11.2	3.80189255189
11.3	3.78357753358
11.4	3.73168498168
11.5	3.78663003663
11.6	3.76221001221
11.7	3.69810744811
11.8	3.69505494505
11.9	3.67063492063
12	3.63705738706
12.1	3.69505494505
12.2	3.71947496947
12.3	3.66147741148
12.4	3.72252747253
12.5	3.70115995116
12.6	3.65842490842
12.7	3.79884004884
12.8	3.74084249084
12.9	3.72252747253
13	3.71336996337
13.1	3.74389499389
13.2	3.73473748474
13.3	3.82020757021
13.4	3.78357753358
13.5	3.82631257631
13.6	3.807997558
13.7	3.90567765568
13.8	3.84462759463
13.9	3.85073260073
14	3.84768009768
14.1	3.86294261294
14.2	3.88125763126
14.3	3.89652014652
14.4	3.88431013431
14.5	3.89346764347
14.6	3.90262515263
14.7	3.99114774115
14.8	3.9300976801
14.9	3.97283272283
15	3.98199023199
15.1	3.9362026862
15.2	4.00030525031
15.3	3.97588522589
15.4	3.98199023199
15.5	3.9300976801
15.6	3.96367521368
15.7	3.99725274725
15.8	3.95757020757
15.9	4.00641025641
16	3.95451770452
16.1	3.92399267399
16.2	4.00030525031
16.3	4.01251526252
16.4	4.03693528694
16.5	3.9942002442
16.6	3.95451770452
16.7	3.95146520147
16.8	3.98504273504
16.9	3.94841269841
17	3.97283272283
17.1	4.03998778999
17.2	3.98504273504
17.3	3.94230769231
17.4	4.00641025641
17.5	3.99114774115
17.6	3.95146520147
17.7	3.93925518926
17.8	3.9880952381
17.9	3.9880952381
18	4.04914529915
18.1	3.96978021978
18.2	3.94230769231
18.3	4.00641025641
18.4	3.99114774115
18.5	3.97588522589
18.6	3.96367521368
18.7	4.0583028083
18.8	3.97893772894
18.9	4.00335775336
19	3.96367521368
19.1	3.96062271062
19.2	4.01251526252
19.3	3.9362026862
19.4	4.0583028083
19.5	3.96672771673
19.6	3.96978021978
19.7	3.97283272283
19.8	3.97893772894
19.9	3.96672771673
20	3.97588522589
20.1	3.9942002442
20.2	3.99114774115
20.3	3.99725274725
20.4	4.01862026862
20.5	3.99114774115
20.6	4.02167277167
20.7	4.02777777778
20.8	3.95757020757
20.9	3.97283272283
21	3.98504273504
21.1	4.02167277167
21.2	3.97588522589
21.3	4.0583028083
21.4	3.92704517705
21.5	3.9880952381
21.6	4.00335775336
21.7	4.00641025641
21.8	3.94841269841
21.9	3.96367521368
22	4.01251526252
22.1	4.01862026862
22.2	3.99725274725
22.3	3.96672771673
22.4	3.96062271062
22.5	3.99725274725
22.6	3.98504273504
22.7	4.00946275946
22.8	3.95146520147
22.9	4.04609279609
23	4.00946275946
23.1	4.0521978022
23.2	3.96367521368
23.3	3.98504273504
23.4	3.99725274725
23.5	3.96978021978
23.6	3.98504273504
