Latest: Time (s)	Latest: Potential (V)
0	4.03998779
0.1	4.030830281
0.2	3.994200244
0.3	4.064407814
0.4	4.061355311
0.5	4.067460317
0.6	4.082722833
0.7	4.082722833
0.8	4.119352869
0.9	4.03998779
1	3.997252747
1.1	4.003357753
1.2	4.046092796
1.3	4.024725275
1.4	4.058302808
1.5	4.055250305
1.6	4.052197802
1.7	4.033882784
1.8	4.030830281
1.9	4.055250305
2	4.021672772
2.1	4.049145299
2.2	4.091880342
2.3	4.070512821
2.4	4.058302808
2.5	4.046092796
2.6	4.043040293
2.7	4.073565324
2.8	4.046092796
2.9	4.015567766
3	4.061355311
3.1	3.994200244
3.2	4.012515263
3.3	4.030830281
3.4	4.030830281
3.5	4.036935287
3.6	4.049145299
3.7	4.055250305
3.8	4.058302808
3.9	4.021672772
4	4.107142857
4.1	4.067460317
4.2	4.058302808
4.3	4.055250305
4.4	4.064407814
4.5	4.021672772
4.6	4.024725275
4.7	4.027777778
4.8	4.061355311
4.9	4.015567766
5	4.024725275
5.1	4.024725275
5.2	4.073565324
5.3	3.997252747
5.4	4.021672772
5.5	4.073565324
5.6	4.033882784
5.7	4.03998779
5.8	3.994200244
5.9	4.049145299
6	4.046092796
6.1	4.082722833
6.2	4.067460317
6.3	4.088827839
6.4	4.097985348
6.5	4.094932845
6.6	4.024725275
6.7	4.088827839
6.8	4.021672772
6.9	4.046092796
7	4.064407814
7.1	4.030830281
7.2	4.03998779
7.3	4.009462759
7.4	4.027777778
7.5	4.058302808
7.6	4.073565324
7.7	4.024725275
7.8	4.046092796
7.9	4.064407814
8	4.03998779
8.1	4.082722833
8.2	4.043040293
8.3	4.055250305
8.4	4.049145299
8.5	4.018620269
8.6	4.046092796
8.7	4.043040293
8.8	4.070512821
8.9	4.046092796
9	4.049145299
9.1	4.064407814
9.2	4.036935287
9.3	4.03998779
9.4	4.073565324
9.5	3.997252747
9.6	4.03998779
9.7	4.073565324
9.8	4.012515263
9.9	4.064407814
10	4.00030525
10.1	4.009462759
10.2	4.024725275
10.3	4.091880342
10.4	3.994200244
10.5	3.988095238
10.6	4.055250305
10.7	4.094932845
10.8	4.085775336
10.9	4.027777778
11	4.015567766
11.1	4.003357753
11.2	3.997252747
11.3	4.082722833
11.4	4.076617827
11.5	4.085775336
11.6	4.046092796
11.7	4.061355311
11.8	4.082722833
11.9	4.033882784
12	4.03998779
12.1	4.055250305
12.2	4.027777778
12.3	4.085775336
12.4	4.070512821
12.5	4.027777778
12.6	4.021672772
12.7	4.018620269
12.8	4.101037851
12.9	4.03998779
13	4.052197802
13.1	4.055250305
13.2	4.055250305
13.3	4.009462759
13.4	4.036935287
13.5	4.058302808
13.6	4.018620269
13.7	4.11019536
13.8	4.091880342
13.9	4.058302808
14	4.033882784
14.1	4.021672772
14.2	4.027777778
14.3	4.027777778
14.4	4.055250305
14.5	4.024725275
14.6	4.03998779
14.7	4.049145299
14.8	4.021672772
14.9	3.966727717
15	4.012515263
15.1	4.021672772
15.2	3.978937729
15.3	3.988095238
15.4	3.985042735
15.5	3.954517705
15.6	4.018620269
15.7	3.93009768
15.8	3.957570208
15.9	3.945360195
16	3.951465201
16.1	3.884310134
16.2	3.853785104
16.3	3.875152625
16.4	3.844627595
16.5	3.798840049
16.6	3.829365079
16.7	3.826312576
16.8	3.829365079
16.9	3.798840049
17	3.792735043
17.1	3.746947497
17.2	3.704212454
17.3	3.695054945
17.4	3.670634921
17.5	3.643162393
17.6	3.692002442
17.7	3.704212454
17.8	3.792735043
17.9	3.673687424
18	3.667582418
18.1	3.655372405
18.2	3.484432234
18.3	3.456959707
18.4	3.496642247
18.5	3.463064713
18.6	3.518009768
18.7	3.606532357
18.8	3.585164835
18.9	3.533272283
19	3.469169719
19.1	3.490537241
19.2	3.347069597
19.3	3.31959707
19.4	3.362332112
19.5	3.417277167
19.6	3.453907204
19.7	3.472222222
19.8	3.463064713
19.9	3.511904762
20	3.380647131
20.1	3.295177045
20.2	3.304334554
20.3	3.264652015
20.4	3.304334554
20.5	3.340964591
20.6	3.46001221
20.7	3.463064713
20.8	3.475274725
20.9	3.475274725
21	3.31959707
21.1	3.337912088
21.2	3.249389499
21.3	3.231074481
21.4	3.325702076
21.5	3.414224664
21.6	3.447802198
21.7	3.429487179
21.8	3.466117216
21.9	3.441697192
22	3.289072039
22.1	3.194444444
22.2	3.179181929
22.3	3.246336996
22.4	3.286019536
22.5	3.380647131
22.6	3.487484737
22.7	3.466117216
22.8	3.356227106
22.9	3.337912088
23	3.292124542
23.1	3.273809524
23.2	3.340964591
23.3	3.282967033
23.4	3.325702076
23.5	3.322649573
23.6	3.368437118
23.7	3.435592186
23.8	3.398962149
23.9	3.38980464
24	3.282967033
24.1	3.337912088
24.2	3.295177045
24.3	3.243284493
24.4	3.295177045
24.5	3.411172161
24.6	3.435592186
24.7	3.456959707
24.8	3.398962149
24.9	3.353174603
25	3.408119658
25.1	3.456959707
25.2	3.380647131
25.3	3.417277167
25.4	3.450854701
25.5	3.496642247
25.6	3.490537241
25.7	3.435592186
25.8	3.453907204
25.9	3.490537241
26	3.563797314
26.1	3.524114774
26.2	3.560744811
26.3	3.60042735
26.4	3.60042735
26.5	3.652319902
26.6	3.67979243
26.7	3.655372405
26.8	3.661477411
26.9	3.670634921
27	3.627899878
27.1	3.743894994
27.2	3.722527473
27.3	3.795787546
27.4	3.774420024
27.5	3.762210012
27.6	3.847680098
27.7	3.768315018
27.8	3.817155067
27.9	3.823260073
28	3.814102564
28.1	3.829365079
28.2	3.853785104
28.3	3.872100122
28.4	3.981990232
28.5	3.896520147
28.6	3.902625153
28.7	3.93009768
28.8	3.920940171
28.9	4.009462759
29	3.978937729
29.1	3.942307692
29.2	3.96978022
29.3	3.978937729
29.4	4.00030525
29.5	3.966727717
29.6	3.985042735
29.7	3.96978022
29.8	4.003357753
29.9	3.991147741
30	4.015567766
30.1	4.027777778
30.2	3.991147741
30.3	4.009462759
30.4	3.960622711
30.5	4.024725275
30.6	3.997252747
30.7	4.015567766
30.8	3.988095238
30.9	4.067460317
31	3.972832723
31.1	4.033882784
31.2	4.046092796
31.3	4.043040293
31.4	4.104090354
31.5	3.981990232
31.6	4.027777778
31.7	4.067460317
31.8	4.027777778
31.9	4.088827839
32	4.085775336
32.1	4.067460317
32.2	4.131562882
32.3	4.046092796
32.4	4.064407814
32.5	4.073565324
32.6	4.012515263
32.7	4.027777778
32.8	4.049145299
32.9	4.061355311
33	4.076617827
33.1	4.07967033
33.2	4.085775336
33.3	4.052197802
33.4	4.043040293
33.5	4.11019536
33.6	4.033882784
33.7	4.085775336
33.8	3.981990232
33.9	4.03998779
34	4.064407814
34.1	4.067460317
34.2	4.055250305
34.3	4.036935287
34.4	4.058302808
34.5	4.015567766
34.6	4.03998779
34.7	4.070512821
34.8	4.030830281
34.9	4.052197802
35	4.052197802
35.1	4.049145299
35.2	4.085775336
35.3	4.067460317
35.4	4.058302808
35.5	4.091880342
35.6	4.076617827
35.7	4.043040293
35.8	4.052197802
35.9	4.055250305
36	4.058302808
36.1	4.033882784
36.2	4.018620269
36.3	4.03998779
36.4	4.049145299
36.5	4.043040293
36.6	4.082722833
36.7	4.067460317
36.8	4.082722833
36.9	4.049145299
37	4.067460317
37.1	4.043040293
37.2	4.024725275
37.3	4.003357753
37.4	4.070512821
37.5	4.043040293
37.6	4.082722833
37.7	4.107142857
37.8	4.024725275
37.9	4.061355311
38	4.061355311
38.1	4.064407814
38.2	4.033882784
38.3	4.00030525
38.4	4.03998779
38.5	4.067460317
38.6	4.061355311
38.7	4.033882784
38.8	4.061355311
38.9	4.091880342
39	4.067460317
39.1	4.049145299
39.2	4.018620269
39.3	4.070512821
39.4	4.073565324
39.5	4.015567766
39.6	4.064407814
39.7	4.009462759
