Vernier Format 2
Base-Inter-50-06.cmbl 11/15/2017 15:13:28 .
Latest
Time	Potential
t	Pot
s	V

0	3.97893772894
0.1	3.97283272283
0.2	4.02167277167
0.3	3.9880952381
0.4	4.03693528694
0.5	4.01556776557
0.6	3.96978021978
0.7	3.96367521368
0.8	3.96062271062
0.9	4.02167277167
1	3.99725274725
1.1	4.03998778999
1.2	3.97588522589
1.3	4.01556776557
1.4	3.94230769231
1.5	4.00335775336
1.6	3.99725274725
1.7	4.02472527473
1.8	3.95146520147
1.9	3.97588522589
2	4.02777777778
2.1	3.97588522589
2.2	3.98199023199
2.3	3.96367521368
2.4	4.03388278388
2.5	4.02167277167
2.6	4.03693528694
2.7	4.03083028083
2.8	3.97893772894
2.9	4.08882783883
3	4.03083028083
3.1	4.00335775336
3.2	3.96367521368
3.3	3.98504273504
3.4	3.97893772894
3.5	4.03998778999
3.6	3.96062271062
3.7	3.9362026862
3.8	3.99725274725
3.9	3.9880952381
4	3.98199023199
4.1	3.98504273504
4.2	4.02472527473
4.3	3.96672771673
4.4	3.97588522589
4.5	4.03083028083
4.6	3.97283272283
4.7	3.9880952381
4.8	3.96978021978
4.9	3.98199023199
5	3.98504273504
5.1	3.99725274725
5.2	4.02167277167
5.3	3.88736263736
5.4	4.07661782662
5.5	4.02167277167
5.6	4.02472527473
5.7	3.97893772894
5.8	4.05525030525
5.9	3.92399267399
6	4.01556776557
6.1	3.9942002442
6.2	4.00946275946
6.3	4.00335775336
6.4	3.95146520147
6.5	3.9880952381
6.6	4.04609279609
6.7	4.02167277167
6.8	4.01862026862
6.9	4.03083028083
7	4.00641025641
7.1	3.95451770452
7.2	3.94230769231
7.3	3.91788766789
7.4	3.9880952381
7.5	3.96062271062
7.6	3.87515262515
7.7	3.96672771673
7.8	3.92399267399
7.9	3.93925518926
8	3.95757020757
8.1	3.89346764347
8.2	3.91178266178
8.3	3.91788766789
8.4	3.86904761905
8.5	3.78052503053
8.6	3.84157509158
8.7	3.79884004884
8.8	3.75915750916
8.9	3.78663003663
9	3.79578754579
9.1	3.78968253968
9.2	3.73168498168
9.3	3.73473748474
9.4	3.78663003663
9.5	3.73473748474
9.6	3.64926739927
9.7	3.79578754579
9.8	3.73778998779
9.9	3.75915750916
10	3.64926739927
10.1	3.69810744811
10.2	3.71031746032
10.3	3.75305250305
10.4	3.76526251526
10.5	3.76831501832
10.6	3.75915750916
10.7	3.76221001221
10.8	3.75
10.9	3.74694749695
11	3.82631257631
11.1	3.83547008547
11.2	3.85378510379
11.3	3.76526251526
11.4	3.86904761905
11.5	3.86904761905
11.6	3.84157509158
11.7	3.82936507937
11.8	3.865995116
11.9	3.89652014652
12	3.92094017094
12.1	3.89041514042
12.2	3.94536019536
12.3	3.95757020757
12.4	3.90873015873
12.5	3.9362026862
12.6	3.88431013431
12.7	3.9362026862
12.8	3.9362026862
12.9	3.98504273504
13	3.97283272283
13.1	3.94841269841
13.2	3.95146520147
13.3	3.96978021978
13.4	4.02472527473
13.5	3.94536019536
13.6	4.01556776557
13.7	3.93315018315
13.8	3.97283272283
13.9	3.95451770452
14	4.00641025641
14.1	3.89346764347
14.2	3.95146520147
14.3	3.97283272283
14.4	3.97588522589
14.5	3.96978021978
14.6	3.91788766789
14.7	3.95146520147
14.8	3.89957264957
14.9	3.99725274725
15	4.00030525031
15.1	3.99725274725
15.2	3.89346764347
15.3	3.94230769231
15.4	3.96367521368
15.5	3.99114774115
15.6	4.01556776557
15.7	3.96978021978
15.8	3.96367521368
15.9	3.95757020757
16	3.94536019536
16.1	3.95757020757
16.2	3.94230769231
16.3	3.96062271062
16.4	3.96672771673
16.5	3.97893772894
16.6	3.94841269841
16.7	4.00030525031
16.8	4.00335775336
16.9	4.00335775336
17	3.99114774115
17.1	3.90873015873
17.2	3.97283272283
17.3	3.98504273504
17.4	3.95757020757
17.5	3.94230769231
17.6	4.03388278388
17.7	3.96978021978
17.8	3.96978021978
17.9	4.02472527473
18	4.04914529915
18.1	3.96978021978
18.2	4.04304029304
18.3	3.97283272283
18.4	3.98504273504
18.5	3.96672771673
18.6	4.02167277167
18.7	3.98504273504
18.8	3.96978021978
18.9	4.00946275946
19	4.02167277167
19.1	4.01862026862
19.2	3.99114774115
19.3	4.04304029304
19.4	3.99114774115
19.5	4.07661782662
19.6	4.03693528694
19.7	3.99725274725
19.8	3.97588522589
19.9	4.02472527473
20	3.97893772894
20.1	3.9942002442
20.2	4.0583028083
20.3	4.02472527473
20.4	4.00946275946
20.5	3.97283272283
20.6	4.00030525031
20.7	4.00946275946
20.8	3.97588522589
20.9	3.96367521368
21	3.99114774115
21.1	4.07661782662
21.2	3.99725274725
21.3	4.03693528694
21.4	4.00335775336
21.5	4.00030525031
21.6	4.04609279609
21.7	3.95757020757
21.8	4.01251526252
21.9	3.99725274725
