Vernier Format 2
Base-Sat-50-21.cmbl 11/15/2017 15:22:55 .
Latest
Time	Potential
t	Pot
s	V

0	6.08821733822
0.1	6.08516483516
0.2	6.09432234432
0.3	6.08516483516
0.4	6.08211233211
0.5	6.08211233211
0.6	6.07905982906
0.7	6.08821733822
0.8	6.08516483516
0.9	6.08516483516
1	6.07905982906
1.1	6.07600732601
1.2	6.07905982906
1.3	6.08211233211
1.4	6.08516483516
1.5	6.07905982906
1.6	6.07295482295
1.7	6.07295482295
1.8	6.07600732601
1.9	6.07905982906
2	6.08516483516
2.1	6.08211233211
2.2	6.07295482295
2.3	6.07600732601
2.4	6.06684981685
2.5	6.07295482295
2.6	6.07295482295
2.7	6.07295482295
2.8	6.0699023199
2.9	6.0699023199
3	6.06074481074
3.1	6.06684981685
3.2	6.05463980464
3.3	6.07295482295
3.4	6.08211233211
3.5	6.0699023199
3.6	6.05463980464
3.7	6.06074481074
3.8	6.06074481074
3.9	6.0699023199
4	6.07905982906
4.1	6.07600732601
4.2	6.0637973138
4.3	6.06074481074
4.4	6.05769230769
4.5	6.0699023199
4.6	6.07905982906
4.7	6.07295482295
4.8	6.07600732601
4.9	6.07600732601
5	6.0699023199
5.1	6.08516483516
5.2	6.07905982906
5.3	6.07905982906
5.4	6.0699023199
5.5	6.07905982906
5.6	6.07295482295
5.7	6.08821733822
5.8	6.08821733822
5.9	6.08516483516
6	6.07295482295
6.1	6.0699023199
6.2	6.07295482295
6.3	6.07905982906
6.4	6.07600732601
6.5	6.06074481074
6.6	6.03937728938
6.7	6.03021978022
6.8	6.03021978022
6.9	6.05158730159
7	6.03327228327
7.1	6.00885225885
7.2	5.98443223443
7.3	5.96916971917
7.4	5.96916971917
7.5	5.98443223443
7.6	5.96001221001
7.7	5.92338217338
7.8	5.89285714286
7.9	5.85927960928
8	5.8836996337
8.1	5.91117216117
8.2	5.8898046398
8.3	5.83791208791
8.4	5.81654456654
8.5	5.78601953602
8.6	5.8195970696
8.7	5.8836996337
8.8	5.86538461538
8.9	5.80433455433
9	5.75244200244
9.1	5.70054945055
9.2	5.75244200244
9.3	5.83180708181
9.4	5.83485958486
9.5	5.81654456654
9.6	5.7677045177
9.7	5.68833943834
9.8	5.72191697192
9.9	5.78296703297
10	5.81654456654
10.1	5.86843711844
10.2	5.82264957265
10.3	5.74633699634
10.4	5.71275946276
10.5	5.73107448107
10.6	5.7677045177
10.7	5.87148962149
10.8	5.86538461538
10.9	5.82875457875
11	5.7677045177
11.1	5.75549450549
11.2	5.74938949939
11.3	5.83485958486
11.4	5.84706959707
11.5	5.87759462759
11.6	5.8257020757
11.7	5.79212454212
11.8	5.71581196581
11.9	5.75244200244
12	5.77991452991
12.1	5.84706959707
12.2	5.84401709402
12.3	5.79212454212
12.4	5.68528693529
12.5	5.68223443223
12.6	5.67307692308
12.7	5.77686202686
12.8	5.77686202686
12.9	5.6974969475
13	5.55097680098
13.1	5.53266178266
13.2	5.54792429792
13.3	5.66086691087
13.4	5.65781440781
13.5	5.56013431013
13.6	5.34951159951
13.7	5.32814407814
13.8	5.36172161172
13.9	5.54181929182
14	5.52960927961
14.1	5.42582417582
14.2	5.11141636142
14.3	5.02289377289
14.4	5.11752136752
14.5	5.41971916972
14.6	5.4594017094
14.7	5.37698412698
14.8	4.89774114774
14.9	4.77564102564
15	4.81532356532
15.1	5.19688644689
15.2	5.30982905983
15.3	5.28540903541
15.4	4.81227106227
15.5	4.64438339438
15.6	4.56196581197
15.7	4.85500610501
15.8	5.05036630037
15.9	5.20604395604
16	4.83058608059
16.1	4.67490842491
16.2	4.40323565324
16.3	4.50702075702
16.4	4.73595848596
16.5	5.07173382173
16.6	4.91910866911
16.7	4.76953601954
16.8	4.36965811966
16.9	4.27197802198
17	4.47954822955
17.1	4.9068986569
17.2	5.02594627595
17.3	4.96184371184
17.4	4.36660561661
17.5	4.14377289377
17.6	4.22313797314
17.7	4.75122100122
17.8	5.06562881563
17.9	5.17246642247
18	4.54365079365
18.1	4.21092796093
18.2	4.14377289377
18.3	4.5985958486
18.4	5.05647130647
18.5	5.36172161172
18.6	4.78174603175
18.7	4.42155067155
18.8	4.15598290598
18.9	4.52838827839
19	4.94963369963
19.1	5.47466422466
19.2	5.04120879121
19.3	4.70238095238
19.4	4.25976800977
19.5	4.57112332112
19.6	4.99236874237
19.7	5.54487179487
19.8	5.23656898657
19.9	4.93437118437
20	4.43376068376
20.1	4.6626984127
20.2	5.11141636142
20.3	5.62423687424
20.4	5.38308913309
20.5	5.12973137973
20.6	4.69322344322
20.7	4.94658119658
20.8	5.26404151404
20.9	5.71581196581
21	5.50518925519
21.1	5.29151404151
21.2	5.01678876679
21.3	5.19383394383
21.4	5.49297924298
21.5	5.81043956044
21.6	5.65170940171
21.7	5.4532967033
21.8	5.30982905983
21.9	5.46855921856
22	5.70054945055
22.1	5.90201465201
22.2	5.80128205128
22.3	5.66391941392
22.4	5.60286935287
22.5	5.72496947497
22.6	5.88675213675
22.7	5.96611721612
22.8	5.91422466422
22.9	5.81043956044
23	5.80128205128
23.1	5.87454212454
23.2	5.99053724054
23.3	6.0119047619
23.4	5.99053724054
23.5	5.92643467643
23.6	5.9478021978
23.7	5.97527472527
23.8	6.03327228327
23.9	6.03021978022
24	6.02716727717
24.1	5.99969474969
24.2	6.0057997558
24.3	6.03021978022
24.4	6.05463980464
24.5	6.02411477411
24.6	6.02411477411
24.7	6.02411477411
24.8	6.04242979243
24.9	6.04548229548
25	6.04242979243
25.1	6.02716727717
25.2	6.03632478632
